physical_gpu,rank,bin_start_s,bin_end_s,mean_sm_active_percent,mean_gpc_clock_mhz
4,1,3.2,3.3,88.63,2217.304835
4,1,3.3,3.4,88.61,2245.2090869999997
4,1,3.4,3.5,87.49,2239.798483
4,1,3.5,3.6,87.75,2239.4869
4,1,3.6,3.7,88.66,2233.2838260000003
4,1,3.7,3.8,89.99,2215.100915
4,1,3.8,3.9,87.48,2231.8298280000004
4,1,3.9,4.0,90.1,2201.135188
4,1,4.0,4.1,87.5,2248.714366
4,1,4.1,4.2,87.65,2232.722688
4,1,4.2,4.3,87.66,2240.101845
4,1,4.3,4.4,90.86,2208.661762
4,1,4.4,4.5,87.74,2222.0168959999996
4,1,4.5,4.6,88.76,2205.478857
4,1,4.6,4.7,88.97,2221.582253
4,1,4.7,4.8,87.48,2230.908491
4,1,4.8,4.9,87.61,2228.467395
4,1,4.9,5.0,88.95,2224.514561
4,1,5.0,5.1,89.39,2207.520696
4,1,5.1,5.2,87.32,2219.0358299999994
4,1,5.2,5.3,90.24,2198.78982
4,1,5.3,5.4,87.37,2240.2578590000003
4,1,5.4,5.5,87.7,2231.200429
4,1,5.5,5.6,87.35,2241.7720500000005
4,1,5.6,5.7,86.67,2232.849508
4,1,5.7,5.8,88.99,2253.5165190000002
4,1,5.8,5.9,87.33,2256.4992190000003
4,1,5.9,6.0,87.49,2243.112937
4,1,6.0,6.1,87.42,2251.212561
4,1,6.1,6.2,91.08,2206.953554
4,1,6.2,6.3,82.03,2270.0706979999995
4,1,6.3,6.4,90.16,2215.404184
4,1,6.4,6.5,87.39,2251.7207670000003
4,1,6.5,6.6,87.57,2234.947596
4,1,6.6,6.7,87.47,2246.5067120000003
4,1,6.7,6.8,90.84,2207.839118
4,1,6.8,6.9,87.57,2228.092579
4,1,6.9,7.0,88.78,2207.434626
4,1,7.0,7.1,88.57,2227.230035
4,1,7.1,7.2,87.57,2233.835007
4,1,7.2,7.3,87.6,2231.737999
4,1,7.3,7.4,89.08,2219.515108
4,1,7.4,7.5,89.8,2203.235241
4,1,7.5,7.6,87.55,2217.818105
4,1,7.6,7.7,90.21,2192.092849
4,1,7.7,7.8,87.6,2237.6249289999996
4,1,7.8,7.9,87.83,2217.6523879999995
4,1,7.9,8.0,87.85,2227.1693769999997
4,1,8.0,8.1,91.45,2191.432476
4,1,8.1,8.2,87.63,2222.9746629999995
4,1,8.2,8.3,88.9,2199.353932
4,1,8.3,8.4,85.43,2272.480982
4,1,8.4,8.5,85.18,2290.210064
4,1,8.5,8.6,91.05,2222.7235549999996
4,1,8.6,8.7,87.39,2236.3738280000002
4,1,8.7,8.8,88.74,2211.316964
4,1,8.8,8.9,88.67,2238.3171310000002
4,1,8.9,9.0,87.44,2236.6747430000005
4,1,9.0,9.1,87.68,2236.382237
4,1,9.1,9.2,89.22,2224.4974789999997
4,1,9.2,9.3,89.48,2212.208715
4,1,9.3,9.4,87.51,2225.4437110000003
4,1,9.4,9.5,89.93,2200.157307
4,1,9.5,9.6,87.53,2241.40873
4,1,9.6,9.7,87.61,2226.78362
4,1,9.7,9.8,87.59,2236.876909
4,1,9.8,9.9,91.22,2199.7254220000004
4,1,9.9,10.0,85.85,2232.505501
4,1,10.0,10.1,89.98,2195.516286
4,1,10.1,10.2,87.49,2239.595512
4,1,10.2,10.3,87.76,2218.464474
4,1,10.3,10.4,87.57,2235.028577
4,1,10.4,10.5,91.41,2192.224128
4,1,10.5,10.6,87.52,2216.9403340000003
4,1,10.6,10.7,89.24,2185.34835
4,1,10.7,10.8,88.73,2228.490373
4,1,10.8,10.9,87.65,2224.613413
4,1,10.9,11.0,87.2,2239.810889
4,1,11.0,11.1,89.93,2224.4492320000004
4,1,11.1,11.2,31.42,2501.9586839999997
4,1,11.2,11.3,90.6,2465.5701390000004
4,1,11.3,11.4,88.37,2424.951986
4,1,11.4,11.5,90.57,2385.664041
4,1,11.5,11.6,88.91,2384.455048
4,1,11.6,11.7,90.08,2364.980634
4,1,11.7,11.8,89.51,2365.5355409999997
4,1,11.8,11.9,89.35,2366.319812
4,1,11.9,12.0,90.17,2359.8481189999993
4,1,12.0,12.1,88.72,2370.653077
4,1,12.1,12.2,90.78,2349.7620229999998
4,1,12.2,12.3,88.3,2370.3556350000003
4,1,12.3,12.4,90.75,2343.724404
4,1,12.4,12.5,88.98,2364.884086
4,1,12.5,12.6,89.96,2352.7404509999997
4,1,12.6,12.7,89.46,2359.651382
4,1,12.7,12.8,89.47,2358.8592989999997
4,1,12.8,12.9,90.2,2353.4155749999995
4,1,12.9,13.0,88.93,2364.590184
4,1,13.0,13.1,90.67,2339.5655059999995
4,1,13.1,13.2,88.37,2371.645153
4,1,13.2,13.3,90.72,2346.106504
4,1,13.3,13.4,89.09,2363.262933
4,1,13.4,13.5,90.08,2353.563128
4,1,13.5,13.6,53.5,2461.274501
4,1,13.6,13.7,1.99,2609.1679080000004
4,1,13.7,13.8,2.0,2609.543554
4,1,13.8,13.843227,1.7209302325581395,2609.6008783023262
5,3,0.0,0.1,20.141414141414142,2554.6961296464647
5,3,0.1,0.2,0.012658227848101266,2519.6039188987347
5,3,0.2,0.3,49.24731182795699,2463.048651580645
5,3,0.3,0.4,90.23,2297.880859
5,3,0.4,0.5,88.41,2235.7148
5,3,0.5,0.6,91.58,2204.039569
5,3,0.6,0.7,89.2,2205.5409630000004
5,3,0.7,0.8,90.25,2183.969876
5,3,0.8,0.9,89.68,2206.809763
5,3,0.9,1.0,88.82,2207.1376060000002
5,3,1.0,1.1,88.9,2211.32564
5,3,1.1,1.2,88.97,2208.532065
5,3,1.2,1.3,91.98,2180.996736
5,3,1.3,1.4,88.78,2196.370305
5,3,1.4,1.5,90.08,2167.6709649999993
5,3,1.5,1.6,89.82,2211.283577
5,3,1.6,1.7,89.0,2196.780579
5,3,1.7,1.8,88.84,2207.011434
5,3,1.8,1.9,90.88,2180.7568990000004
5,3,1.9,2.0,90.37,2180.056435
5,3,2.0,2.1,89.06,2176.1905639999995
5,3,2.1,2.2,90.92,2176.6917559999997
5,3,2.2,2.3,89.03,2197.75725
5,3,2.3,2.4,88.87,2193.715106
5,3,2.4,2.5,89.37,2195.070676
5,3,2.5,2.6,91.83,2169.8691249999997
5,3,2.6,2.7,88.79,2190.9703809999996
5,3,2.7,2.8,90.38,2167.942323
5,3,2.8,2.9,89.3,2212.432606
5,3,2.9,3.0,84.01,2260.8769559999996
5,3,3.0,3.1,91.55,2207.222976
5,3,3.1,3.2,88.74,2203.9082470000003
5,3,3.2,3.3,90.24,2172.932201
5,3,3.3,3.4,89.63,2210.206813
5,3,3.4,3.5,88.92,2198.974084
5,3,3.5,3.6,88.83,2209.4782689999997
5,3,3.6,3.7,89.89,2196.6184740000003
5,3,3.7,3.8,90.91,2183.0150019999996
5,3,3.8,3.9,88.96,2190.7688519999997
5,3,3.9,4.0,90.75,2173.6743239999996
5,3,4.0,4.1,89.08,2207.544521
5,3,4.1,4.2,89.03,2194.023466
5,3,4.2,4.3,88.91,2209.271014
5,3,4.3,4.4,92.06,2167.523487
5,3,4.4,4.5,89.13,2190.3572560000002
5,3,4.5,4.6,90.22,2166.110393
5,3,4.6,4.7,89.88,2190.142212
5,3,4.7,4.8,89.09,2184.578422
5,3,4.8,4.9,88.89,2198.3132739999996
5,3,4.9,5.0,90.53,2180.972761
5,3,5.0,5.1,90.34,2178.5404500000004
5,3,5.1,5.2,88.96,2177.9620419999997
5,3,5.2,5.3,90.93,2170.135855
5,3,5.3,5.4,88.9,2200.395532
5,3,5.4,5.5,88.87,2195.258366
5,3,5.5,5.6,88.91,2201.9053169999997
5,3,5.6,5.7,87.81,2200.6438970000004
5,3,5.7,5.8,89.85,2218.9804539999996
5,3,5.8,5.9,89.13,2208.699761
5,3,5.9,6.0,89.19,2193.9441429999997
5,3,6.0,6.1,89.19,2204.886153
5,3,6.1,6.2,92.31,2164.3646989999997
5,3,6.2,6.3,83.85,2228.242804
5,3,6.3,6.4,90.75,2192.3447210000004
5,3,6.4,6.5,88.89,2210.5840789999997
5,3,6.5,6.6,88.87,2195.503738
5,3,6.6,6.7,88.9,2211.1593669999997
5,3,6.7,6.8,92.24,2163.599301
5,3,6.8,6.9,88.96,2188.353691
5,3,6.9,7.0,90.42,2165.1121230000003
5,3,7.0,7.1,89.61,2191.5668769999997
5,3,7.1,7.2,89.33,2184.6522179999997
5,3,7.2,7.3,89.04,2197.051648
5,3,7.3,7.4,90.68,2177.4884629999997
5,3,7.4,7.5,90.83,2169.694655
5,3,7.5,7.6,89.42,2171.6740680000003
5,3,7.6,7.7,90.86,2168.779068
5,3,7.7,7.8,89.15,2193.859811
5,3,7.8,7.9,89.11,2184.4061979999997
5,3,7.9,8.0,89.4,2186.3959119999995
5,3,8.0,8.1,92.33,2160.9417460000004
5,3,8.1,8.2,89.15,2184.566781
5,3,8.2,8.3,90.53,2154.116769
5,3,8.3,8.4,87.14,2228.842122
5,3,8.4,8.5,86.65,2244.937286
5,3,8.5,8.6,92.14,2183.793968
5,3,8.6,8.7,89.43,2189.002519
5,3,8.7,8.8,90.62,2159.535393
5,3,8.8,8.9,89.93,2194.758192
5,3,8.9,9.0,89.17,2188.5089170000006
5,3,9.0,9.1,88.97,2201.551169
5,3,9.1,9.2,90.86,2179.899119
5,3,9.2,9.3,90.49,2177.271526
5,3,9.3,9.4,89.3,2178.144405
5,3,9.4,9.5,90.75,2170.2478419999998
5,3,9.5,9.6,89.13,2195.443875
5,3,9.6,9.7,89.04,2189.700391
5,3,9.7,9.8,89.08,2195.853979
5,3,9.8,9.9,92.16,2162.8508119999997
5,3,9.9,10.0,87.57,2188.0999609999994
5,3,10.0,10.1,90.85,2160.533971
5,3,10.1,10.2,89.08,2196.720761
5,3,10.2,10.3,89.32,2177.919154
5,3,10.3,10.4,89.07,2196.374879
5,3,10.4,10.5,92.51,2154.4186700000005
5,3,10.5,10.6,88.99,2178.713728
5,3,10.6,10.7,90.51,2148.993072
5,3,10.7,10.8,89.81,2189.7970280000004
5,3,10.8,10.9,89.05,2188.502869000001
5,3,10.9,11.0,88.82,2196.440729
5,3,11.0,11.1,91.74,2174.7209449999996
5,3,11.1,11.2,31.8,2485.803206
5,3,11.2,11.3,90.63,2452.7728500000003
5,3,11.3,11.4,88.23,2401.413022
5,3,11.4,11.5,90.65,2360.245151
5,3,11.5,11.6,88.88,2353.3664699999995
5,3,11.6,11.7,89.96,2331.250164
5,3,11.7,11.8,89.67,2335.4577889999996
5,3,11.8,11.9,89.37,2330.5421929999998
5,3,11.9,12.0,90.14,2329.830332
5,3,12.0,12.1,88.67,2334.851601
5,3,12.1,12.2,90.73,2315.370337
5,3,12.2,12.3,88.57,2337.390507
5,3,12.3,12.4,90.52,2317.261679
5,3,12.4,12.5,89.3,2333.302563
5,3,12.5,12.6,89.83,2324.8381619999996
5,3,12.6,12.7,89.84,2328.517269
5,3,12.7,12.8,89.05,2330.4700939999993
5,3,12.8,12.9,90.64,2321.8163569999997
5,3,12.9,13.0,88.29,2335.0068659999997
5,3,13.0,13.1,90.75,2312.0365949999996
5,3,13.1,13.2,88.82,2335.6190589999997
5,3,13.2,13.3,90.36,2322.717965
5,3,13.3,13.4,89.48,2330.587831
5,3,13.4,13.5,89.58,2326.621837
5,3,13.5,13.6,72.6,2380.390563
5,3,13.6,13.7,2.0,2604.9079119999997
5,3,13.7,13.8,2.0,2609.0327350000002
5,3,13.8,13.843227,1.7209302325581395,2609.106779255814
6,5,0.0,0.1,20.363636363636363,2533.788319191919
6,5,0.1,0.2,0.013888888888888888,2399.3663778333334
6,5,0.2,0.3,49.98913043478261,2368.892606728261
6,5,0.3,0.4,90.41,2289.84734
6,5,0.4,0.5,88.46,2230.916537
6,5,0.5,0.6,91.6,2199.2049720000005
6,5,0.6,0.7,89.18,2203.2604729999994
6,5,0.7,0.8,90.26,2179.875511
6,5,0.8,0.9,89.74,2200.315147
6,5,0.9,1.0,89.0,2200.6383830000004
6,5,1.0,1.1,89.0,2205.123633
6,5,1.1,1.2,89.05,2201.8327459999996
6,5,1.2,1.3,92.38,2172.8790559999998
6,5,1.3,1.4,88.61,2192.237382
6,5,1.4,1.5,90.14,2163.8979450000006
6,5,1.5,1.6,89.93,2203.4433879999997
6,5,1.6,1.7,89.24,2189.8928029999997
6,5,1.7,1.8,89.09,2198.422516
6,5,1.8,1.9,91.14,2172.571655
6,5,1.9,2.0,90.76,2166.174091
6,5,2.0,2.1,89.23,2170.015522
6,5,2.1,2.2,91.09,2167.518585
6,5,2.2,2.3,89.23,2190.616879
6,5,2.3,2.4,89.09,2185.374758
6,5,2.4,2.5,89.5,2187.848154
6,5,2.5,2.6,92.04,2164.966757
6,5,2.6,2.7,88.89,2183.78853
6,5,2.7,2.8,90.72,2155.9388129999998
6,5,2.8,2.9,89.61,2202.87543
6,5,2.9,3.0,84.62,2238.172003
6,5,3.0,3.1,91.67,2201.8779710000003
6,5,3.1,3.2,88.82,2198.294419
6,5,3.2,3.3,90.39,2165.8853040000004
6,5,3.3,3.4,89.67,2202.7196559999998
6,5,3.4,3.5,89.23,2188.8778539999994
6,5,3.5,3.6,89.06,2200.215318
6,5,3.6,3.7,90.14,2188.995196
6,5,3.7,3.8,91.09,2176.4305059999997
6,5,3.8,3.9,89.08,2185.8087769999997
6,5,3.9,4.0,91.02,2161.5023490000003
6,5,4.0,4.1,89.09,2203.1779610000003
6,5,4.1,4.2,89.17,2187.0281259999997
6,5,4.2,4.3,89.16,2197.9581899999994
6,5,4.3,4.4,92.23,2160.7936820000004
6,5,4.4,4.5,89.18,2182.038522
6,5,4.5,4.6,90.45,2159.082224
6,5,4.6,4.7,90.1,2177.840937
6,5,4.7,4.8,89.42,2175.57844
6,5,4.8,4.9,89.2,2187.345415
6,5,4.9,5.0,90.68,2174.2595240000005
6,5,5.0,5.1,90.61,2167.388847
6,5,5.1,5.2,89.05,2170.161723
6,5,5.2,5.3,90.95,2165.7895919999996
6,5,5.3,5.4,88.82,2201.0997629999997
6,5,5.4,5.5,89.1,2188.482353
6,5,5.5,5.6,89.15,2195.572001
6,5,5.6,5.7,88.2,2186.193801
6,5,5.7,5.8,89.84,2216.6210640000004
6,5,5.8,5.9,89.01,2210.734574
6,5,5.9,6.0,88.94,2198.541709
6,5,6.0,6.1,88.92,2210.109003
6,5,6.1,6.2,92.38,2165.154747
6,5,6.2,6.3,83.64,2225.546649
6,5,6.3,6.4,91.13,2179.7628609999997
6,5,6.4,6.5,89.03,2204.28552
6,5,6.5,6.6,89.04,2188.791127
6,5,6.6,6.7,89.1,2201.693144
6,5,6.7,6.8,92.17,2164.9417339999995
6,5,6.8,6.9,88.98,2186.504107
6,5,6.9,7.0,90.45,2160.037095
6,5,7.0,7.1,89.6,2189.8450510000002
6,5,7.1,7.2,89.27,2185.2385609999997
6,5,7.2,7.3,89.15,2190.2795260000003
6,5,7.3,7.4,90.96,2166.5837800000004
6,5,7.4,7.5,91.05,2161.455048
6,5,7.5,7.6,89.58,2164.270895
6,5,7.6,7.7,91.08,2156.785995
6,5,7.7,7.8,89.4,2187.6006299999995
6,5,7.8,7.9,89.36,2175.5286770000002
6,5,7.9,8.0,89.45,2185.03294
6,5,8.0,8.1,92.29,2159.4469410000006
6,5,8.1,8.2,89.28,2180.0820930000004
6,5,8.2,8.3,90.69,2145.618138
6,5,8.3,8.4,87.24,2220.186295
6,5,8.4,8.5,86.69,2242.313198
6,5,8.5,8.6,92.25,2182.6658970000003
6,5,8.6,8.7,89.25,2189.093897
6,5,8.7,8.8,90.49,2161.275876
6,5,8.8,8.9,89.86,2195.308157
6,5,8.9,9.0,89.3,2182.6149299999997
6,5,9.0,9.1,89.17,2193.571296
6,5,9.1,9.2,90.93,2177.261592
6,5,9.2,9.3,90.72,2168.6419029999997
6,5,9.3,9.4,89.42,2175.0150710000003
6,5,9.4,9.5,90.73,2165.0669159999998
6,5,9.5,9.6,89.24,2192.12579
6,5,9.6,9.7,89.33,2179.0049129999998
6,5,9.7,9.8,89.36,2185.659272
6,5,9.8,9.9,92.63,2152.208845
6,5,9.9,10.0,87.77,2178.336087
6,5,10.0,10.1,91.2,2146.1286199999995
6,5,10.1,10.2,89.48,2184.5569600000003
6,5,10.2,10.3,89.53,2168.342717
6,5,10.3,10.4,89.3,2186.769173
6,5,10.4,10.5,92.78,2145.6661299999996
6,5,10.5,10.6,89.25,2167.907183
6,5,10.6,10.7,90.74,2141.2568469999997
6,5,10.7,10.8,89.66,2190.0616550000004
6,5,10.8,10.9,89.33,2176.297404
6,5,10.9,11.0,89.2,2186.002783
6,5,11.0,11.1,92.03,2162.465367
6,5,11.1,11.2,31.91,2472.799754
6,5,11.2,11.3,90.71,2442.273513
6,5,11.3,11.4,88.23,2396.879945
6,5,11.4,11.5,90.49,2360.3292920000004
6,5,11.5,11.6,88.84,2353.235135
6,5,11.6,11.7,89.84,2332.151317
6,5,11.7,11.8,89.5,2338.2246700000005
6,5,11.8,11.9,89.16,2335.733631
6,5,11.9,12.0,90.12,2333.9290770000002
6,5,12.0,12.1,88.59,2339.778962
6,5,12.1,12.2,90.66,2318.722044
6,5,12.2,12.3,88.36,2339.7495280000003
6,5,12.3,12.4,90.45,2321.4709239999997
6,5,12.4,12.5,89.08,2338.671093
6,5,12.5,12.6,89.63,2329.796865
6,5,12.6,12.7,89.78,2333.366552
6,5,12.7,12.8,88.86,2333.2583959999997
6,5,12.8,12.9,90.55,2325.00265
6,5,12.9,13.0,88.24,2339.0153330000003
6,5,13.0,13.1,90.58,2311.825827
6,5,13.1,13.2,88.66,2337.130814
6,5,13.2,13.3,90.23,2323.490984
6,5,13.3,13.4,89.43,2333.37951
6,5,13.4,13.5,87.99,2334.5697840000003
6,5,13.5,13.6,40.79,2477.558255
6,5,13.6,13.7,2.0,2587.0215660000003
6,5,13.7,13.8,2.0,2588.898312
6,5,13.8,13.843227,1.7209302325581395,2589.021830232558
7,7,0.0,0.1,20.21,2516.37108176
7,7,0.1,0.2,0.0,2439.4312907307694
7,7,0.2,0.3,50.21739130434783,2430.1738238804346
7,7,0.3,0.4,91.05,2267.473165
7,7,0.4,0.5,89.92,2190.062029
7,7,0.5,0.6,92.81,2159.1239749999995
7,7,0.6,0.7,90.94,2158.05971
7,7,0.7,0.8,91.8,2136.867655
7,7,0.8,0.9,90.98,2156.8912139999998
7,7,0.9,1.0,90.67,2151.065433
7,7,1.0,1.1,90.77,2156.711819
7,7,1.1,1.2,90.79,2154.3236880000004
7,7,1.2,1.3,93.36,2130.8220929999998
7,7,1.3,1.4,90.54,2148.29595
7,7,1.4,1.5,91.41,2125.701705
7,7,1.5,1.6,91.09,2158.7640309999997
7,7,1.6,1.7,90.83,2144.673456
7,7,1.7,1.8,90.69,2153.65537
7,7,1.8,1.9,92.53,2130.555509
7,7,1.9,2.0,91.87,2127.976877
7,7,2.0,2.1,90.86,2124.48005
7,7,2.1,2.2,92.02,2127.76329
7,7,2.2,2.3,90.87,2142.2928989999996
7,7,2.3,2.4,90.58,2142.611666
7,7,2.4,2.5,90.96,2142.7939069999998
7,7,2.5,2.6,93.25,2121.199846
7,7,2.6,2.7,90.87,2135.323831
7,7,2.7,2.8,92.16,2111.8441679999996
7,7,2.8,2.9,91.23,2150.8181790000003
7,7,2.9,3.0,86.18,2198.959388
7,7,3.0,3.1,92.84,2152.7356400000003
7,7,3.1,3.2,91.09,2141.93178
7,7,3.2,3.3,92.05,2122.2145259999998
7,7,3.3,3.4,91.17,2152.174775
7,7,3.4,3.5,90.68,2147.5791379999996
7,7,3.5,3.6,90.92,2150.318651
7,7,3.6,3.7,92.04,2134.38327
7,7,3.7,3.8,92.47,2130.1399360000005
7,7,3.8,3.9,91.01,2134.124985
7,7,3.9,4.0,92.26,2115.410996
7,7,4.0,4.1,90.94,2151.220401
7,7,4.1,4.2,90.76,2144.483928
7,7,4.2,4.3,90.85,2152.480281
7,7,4.3,4.4,93.72,2111.9294929999996
7,7,4.4,4.5,91.01,2135.259593999999
7,7,4.5,4.6,92.06,2114.1945769999998
7,7,4.6,4.7,91.3,2136.4046240000002
7,7,4.7,4.8,90.82,2132.46825
7,7,4.8,4.9,90.72,2143.4766620000005
7,7,4.9,5.0,92.18,2127.395728
7,7,5.0,5.1,91.87,2126.196765
7,7,5.1,5.2,90.76,2125.1663500000004
7,7,5.2,5.3,92.29,2117.8555130000004
7,7,5.3,5.4,90.92,2141.4192219999995
7,7,5.4,5.5,90.85,2139.098266
7,7,5.5,5.6,91.07,2139.375073
7,7,5.6,5.7,89.33,2146.031612
7,7,5.7,5.8,91.15,2167.737594
7,7,5.8,5.9,91.06,2149.2939830000005
7,7,5.9,6.0,90.78,2149.186719
7,7,6.0,6.1,90.99,2151.475019
7,7,6.1,6.2,93.56,2118.6191610000005
7,7,6.2,6.3,85.56,2176.94166
7,7,6.3,6.4,92.32,2133.359162
7,7,6.4,6.5,91.13,2147.4768800000006
7,7,6.5,6.6,90.61,2144.0488929999997
7,7,6.6,6.7,90.95,2150.839404
7,7,6.7,6.8,93.62,2116.916961
7,7,6.8,6.9,90.65,2138.5701109999995
7,7,6.9,7.0,91.85,2120.417701
7,7,7.0,7.1,91.05,2139.525753
7,7,7.1,7.2,90.98,2135.756829
7,7,7.2,7.3,90.94,2142.648716
7,7,7.3,7.4,92.43,2121.052774
7,7,7.4,7.5,92.38,2119.699125
7,7,7.5,7.6,91.24,2119.531996
7,7,7.6,7.7,92.26,2112.830098
7,7,7.7,7.8,91.03,2137.945859
7,7,7.8,7.9,90.87,2131.270188
7,7,7.9,8.0,91.3,2131.7843999999996
7,7,8.0,8.1,93.75,2108.809087
7,7,8.1,8.2,91.32,2124.925736
7,7,8.2,8.3,92.26,2100.0194500000002
7,7,8.3,8.4,89.0,2171.233757
7,7,8.4,8.5,88.12,2196.4681
7,7,8.5,8.6,93.73,2132.573598
7,7,8.6,8.7,91.17,2139.3352119999995
7,7,8.7,8.8,92.18,2113.01249
7,7,8.8,8.9,91.26,2145.451205
7,7,8.9,9.0,90.94,2137.0877960000003
7,7,9.0,9.1,90.99,2143.4445919999994
7,7,9.1,9.2,92.79,2122.1328260000005
7,7,9.2,9.3,92.26,2121.618715
7,7,9.3,9.4,91.25,2124.923103
7,7,9.4,9.5,92.07,2116.530799
7,7,9.5,9.6,90.87,2145.002942
7,7,9.6,9.7,90.79,2140.138732
7,7,9.7,9.8,91.07,2137.624517
7,7,9.8,9.9,93.74,2111.9308929999997
7,7,9.9,10.0,89.43,2135.325799
7,7,10.0,10.1,92.25,2110.0618540000005
7,7,10.1,10.2,90.88,2142.579638
7,7,10.2,10.3,91.0,2128.8606689999997
7,7,10.3,10.4,91.0,2140.775735
7,7,10.4,10.5,93.91,2103.1587339999996
7,7,10.5,10.6,91.09,2123.155224
7,7,10.6,10.7,92.26,2099.4198989999995
7,7,10.7,10.8,91.09,2137.43358
7,7,10.8,10.9,91.04,2131.200366
7,7,10.9,11.0,90.9,2138.469574
7,7,11.0,11.1,93.37,2119.744374
7,7,11.1,11.2,32.15,2446.992464
7,7,11.2,11.3,90.65,2425.527801
7,7,11.3,11.4,88.13,2375.779591
7,7,11.4,11.5,90.49,2328.95239
7,7,11.5,11.6,88.9,2319.892972
7,7,11.6,11.7,89.9,2306.139782
7,7,11.7,11.8,89.62,2303.24243
7,7,11.8,11.9,89.16,2305.896205
7,7,11.9,12.0,90.39,2293.224167
7,7,12.0,12.1,88.35,2313.3486190000003
7,7,12.1,12.2,90.75,2284.961652
7,7,12.2,12.3,88.62,2308.714037
7,7,12.3,12.4,90.32,2294.987479
7,7,12.4,12.5,89.44,2303.3903670000004
7,7,12.5,12.6,89.46,2301.4792740000003
7,7,12.6,12.7,90.13,2297.609902
7,7,12.7,12.8,88.62,2304.9695049999996
7,7,12.8,12.9,90.73,2285.7348660000002
7,7,12.9,13.0,88.39,2307.463962
7,7,13.0,13.1,90.54,2285.5558830000004
7,7,13.1,13.2,89.2,2302.0919320000003
7,7,13.2,13.3,89.78,2293.8444430000004
7,7,13.3,13.4,89.82,2296.0639800000004
7,7,13.4,13.5,88.18,2303.800391
7,7,13.5,13.6,58.43,2393.655628
7,7,13.6,13.7,2.0,2568.611424
7,7,13.7,13.8,2.0,2569.631251
7,7,13.8,13.843227,1.7209302325581395,2569.354290697674
