2026/08/07 14:04:16.186, 0, 103100, 0, 200.30
2026/08/07 14:04:16.202, 1, 103096, 100, 203.67
2026/08/07 14:04:16.216, 2, 103096, 100, 195.16
2026/08/07 14:04:16.227, 3, 103096, 100, 209.40
2026/08/07 14:04:16.235, 4, 103110, 0, 196.53
2026/08/07 14:04:16.243, 5, 103106, 27, 198.59
2026/08/07 14:04:16.250, 6, 103106, 72, 197.20
2026/08/07 14:04:16.258, 7, 103106, 49, 202.13
2026/08/07 14:04:16.767, 0, 103100, 0, 200.30
2026/08/07 14:04:16.767, 1, 103096, 100, 203.71
2026/08/07 14:04:16.767, 2, 103096, 100, 195.62
2026/08/07 14:04:16.767, 3, 103096, 100, 209.55
2026/08/07 14:04:16.767, 4, 103110, 0, 196.60
2026/08/07 14:04:16.767, 5, 103106, 100, 199.29
2026/08/07 14:04:16.767, 6, 103106, 100, 197.60
2026/08/07 14:04:16.767, 7, 103106, 100, 202.24
2026/08/07 14:04:17.267, 0, 103100, 0, 200.57
2026/08/07 14:04:17.267, 1, 103096, 100, 204.01
2026/08/07 14:04:17.267, 2, 103096, 100, 196.02
2026/08/07 14:04:17.267, 3, 103096, 100, 209.77
2026/08/07 14:04:17.267, 4, 103110, 0, 196.44
2026/08/07 14:04:17.267, 5, 103106, 100, 199.41
2026/08/07 14:04:17.267, 6, 103106, 100, 197.51
2026/08/07 14:04:17.267, 7, 103106, 100, 202.13
2026/08/07 14:04:17.767, 0, 103100, 0, 200.64
2026/08/07 14:04:17.767, 1, 103096, 100, 204.01
2026/08/07 14:04:17.767, 2, 103096, 100, 196.06
2026/08/07 14:04:17.767, 3, 103096, 100, 209.66
2026/08/07 14:04:17.767, 4, 103110, 0, 196.69
2026/08/07 14:04:17.767, 5, 103106, 100, 199.56
2026/08/07 14:04:17.767, 6, 103106, 100, 197.94
2026/08/07 14:04:17.767, 7, 103106, 100, 202.66
2026/08/07 14:04:18.267, 0, 103100, 0, 200.38
2026/08/07 14:04:18.267, 1, 103096, 100, 203.75
2026/08/07 14:04:18.267, 2, 103096, 100, 195.78
2026/08/07 14:04:18.267, 3, 103096, 100, 209.40
2026/08/07 14:04:18.267, 4, 103110, 0, 196.53
2026/08/07 14:04:18.268, 5, 103106, 100, 199.79
2026/08/07 14:04:18.268, 6, 103106, 100, 197.98
2026/08/07 14:04:18.268, 7, 103106, 100, 202.57
2026/08/07 14:04:18.768, 0, 103100, 0, 200.26
2026/08/07 14:04:18.768, 1, 103096, 100, 203.75
2026/08/07 14:04:18.768, 2, 103096, 100, 195.94
2026/08/07 14:04:18.768, 3, 103096, 100, 209.40
2026/08/07 14:04:18.768, 4, 103110, 0, 196.26
2026/08/07 14:04:18.768, 5, 103106, 100, 199.64
2026/08/07 14:04:18.768, 6, 103106, 100, 197.60
2026/08/07 14:04:18.768, 7, 103106, 100, 202.10
2026/08/07 14:04:19.269, 0, 103100, 0, 215.72
2026/08/07 14:04:19.270, 1, 103096, 100, 237.78
2026/08/07 14:04:19.270, 2, 103096, 100, 195.75
2026/08/07 14:04:19.271, 3, 103096, 100, 209.43
2026/08/07 14:04:19.272, 4, 103110, 0, 196.23
2026/08/07 14:04:19.272, 5, 103106, 100, 199.21
2026/08/07 14:04:19.273, 6, 103106, 100, 197.34
2026/08/07 14:04:19.274, 7, 103106, 100, 202.13
2026/08/07 14:04:19.774, 0, 103100, 0, 378.22
2026/08/07 14:04:19.774, 1, 103096, 0, 385.54
2026/08/07 14:04:19.774, 2, 103096, 41, 381.19
2026/08/07 14:04:19.774, 3, 103096, 66, 384.65
2026/08/07 14:04:19.774, 4, 103110, 86, 363.75
2026/08/07 14:04:19.774, 5, 103106, 90, 364.44
2026/08/07 14:04:19.774, 6, 103106, 97, 364.57
2026/08/07 14:04:19.774, 7, 103106, 97, 376.88
2026/08/07 14:04:20.275, 0, 103100, 0, 376.70
2026/08/07 14:04:20.275, 1, 103096, 0, 364.84
2026/08/07 14:04:20.275, 2, 103096, 0, 381.63
2026/08/07 14:04:20.275, 3, 103096, 0, 388.78
2026/08/07 14:04:20.275, 4, 103110, 0, 377.75
2026/08/07 14:04:20.275, 5, 103106, 0, 377.16
2026/08/07 14:04:20.275, 6, 103106, 0, 371.51
2026/08/07 14:04:20.275, 7, 103106, 0, 383.24
2026/08/07 14:04:20.775, 0, 103100, 0, 218.93
2026/08/07 14:04:20.775, 1, 104260, 40, 262.99
2026/08/07 14:04:20.775, 2, 104260, 0, 196.51
2026/08/07 14:04:20.775, 3, 104260, 12, 210.59
2026/08/07 14:04:20.775, 4, 103110, 0, 224.39
2026/08/07 14:04:20.775, 5, 103106, 0, 224.56
2026/08/07 14:04:20.775, 6, 103106, 0, 218.54
2026/08/07 14:04:20.775, 7, 103106, 0, 214.06
2026/08/07 14:04:21.275, 0, 103100, 97, 525.95
2026/08/07 14:04:21.275, 1, 104260, 96, 549.59
2026/08/07 14:04:21.276, 2, 104260, 94, 469.88
2026/08/07 14:04:21.276, 3, 104260, 98, 488.79
2026/08/07 14:04:21.276, 4, 103110, 0, 198.09
2026/08/07 14:04:21.276, 5, 103106, 0, 200.02
2026/08/07 14:04:21.276, 6, 104270, 17, 197.87
2026/08/07 14:04:21.276, 7, 103106, 0, 202.62
2026/08/07 14:04:21.776, 0, 103100, 100, 848.15
2026/08/07 14:04:21.776, 1, 104260, 100, 838.63
2026/08/07 14:04:21.776, 2, 104260, 100, 811.51
2026/08/07 14:04:21.776, 3, 104260, 99, 832.16
2026/08/07 14:04:21.776, 4, 103110, 100, 441.98
2026/08/07 14:04:21.776, 5, 104270, 100, 451.59
2026/08/07 14:04:21.776, 6, 104270, 100, 444.44
2026/08/07 14:04:21.776, 7, 104270, 100, 464.53
2026/08/07 14:04:22.276, 0, 103100, 99, 880.89
2026/08/07 14:04:22.276, 1, 104260, 99, 889.39
2026/08/07 14:04:22.276, 2, 104260, 99, 873.79
2026/08/07 14:04:22.276, 3, 104260, 99, 885.83
2026/08/07 14:04:22.276, 4, 103110, 100, 773.59
2026/08/07 14:04:22.276, 5, 104270, 100, 790.92
2026/08/07 14:04:22.276, 6, 104270, 100, 766.84
2026/08/07 14:04:22.276, 7, 104270, 100, 808.63
2026/08/07 14:04:22.776, 0, 103100, 100, 878.33
2026/08/07 14:04:22.776, 1, 104260, 100, 885.94
2026/08/07 14:04:22.776, 2, 104260, 100, 879.17
2026/08/07 14:04:22.776, 3, 104260, 99, 889.90
2026/08/07 14:04:22.776, 4, 103110, 100, 866.89
2026/08/07 14:04:22.776, 5, 104270, 100, 881.01
2026/08/07 14:04:22.776, 6, 104270, 100, 865.61
