reference,candidate,rgb_psnr_db,rgb_ssim,yuv_psnr_db,yuv_ssim,audio_snr_db,audio_identical
bf16,pr4691,14.614623070334453,0.46860040055248614,20.558406998590403,0.7952362817679558,9.849097008777187,False
bf16,pr4951,15.093683235824116,0.4723328784530387,21.048695426983347,0.7961775248618785,11.131672073199418,False
pr4691,pr4951,14.657791071559574,0.4588463232044199,20.61449357365533,0.7915847458563535,9.518507476822176,False
