2026-08-29T07:54:18.986Z,2, 187610, 275040, 0, 194.47, 36;3, 74244, 275040, 1, 205.88, 44
2026-08-29T07:54:20.126Z,2, 187610, 275040, 0, 194.13, 36;3, 74244, 275040, 0, 206.00, 44
2026-08-29T07:54:21.235Z,2, 187618, 275040, 0, 194.09, 36;3, 74244, 275040, 0, 205.85, 44
2026-08-29T07:54:22.311Z,2, 188680, 275040, 0, 194.28, 36;3, 74250, 275040, 0, 205.69, 44
2026-08-29T07:54:23.438Z,2, 188680, 275040, 0, 194.43, 36;3, 74260, 275040, 1, 205.69, 44
2026-08-29T07:54:24.552Z,2, 188680, 275040, 0, 194.59, 36;3, 75320, 275040, 0, 205.65, 44
2026-08-29T07:54:25.691Z,2, 188680, 275040, 0, 194.32, 36;3, 75320, 275040, 0, 205.81, 44
2026-08-29T07:54:26.819Z,2, 188680, 275040, 0, 194.28, 36;3, 75320, 275040, 0, 205.69, 44
2026-08-29T07:54:27.993Z,2, 188680, 275040, 0, 194.36, 36;3, 77402, 275040, 16, 213.00, 44
2026-08-29T07:54:29.129Z,2, 190672, 275040, 10, 207.90, 37;3, 77402, 275040, 8, 218.69, 44
2026-08-29T07:54:30.269Z,2, 190672, 275040, 20, 205.19, 37;3, 77402, 275040, 15, 219.28, 44
2026-08-29T07:54:31.348Z,2, 190672, 275040, 17, 202.31, 37;3, 77402, 275040, 17, 220.93, 44
2026-08-29T07:54:32.473Z,2, 190672, 275040, 12, 204.49, 37;3, 77402, 275040, 9, 218.81, 44
2026-08-29T07:54:33.631Z,2, 190672, 275040, 6, 205.84, 37;3, 77402, 275040, 16, 214.88, 44
2026-08-29T07:54:34.812Z,2, 190672, 275040, 8, 208.03, 37;3, 77402, 275040, 15, 218.56, 44
2026-08-29T07:54:35.943Z,2, 190672, 275040, 10, 204.13, 37;3, 77402, 275040, 15, 218.89, 44
2026-08-29T07:54:37.140Z,2, 190672, 275040, 0, 204.85, 37;3, 77402, 275040, 17, 218.42, 44
2026-08-29T07:54:38.230Z,2, 190794, 275040, 23, 211.08, 37;3, 77402, 275040, 13, 219.80, 44
2026-08-29T07:54:39.444Z,2, 192202, 275040, 21, 210.15, 37;3, 77402, 275040, 17, 216.87, 44
2026-08-29T07:54:40.580Z,2, 194380, 275040, 24, 212.16, 37;3, 77402, 275040, 8, 217.80, 44
2026-08-29T07:54:41.671Z,2, 197068, 275040, 16, 209.07, 37;3, 77402, 275040, 21, 218.47, 44
2026-08-29T07:54:42.846Z,2, 200526, 275040, 5, 206.46, 37;3, 77402, 275040, 0, 207.97, 44
2026-08-29T07:54:43.950Z,2, 193910, 275040, 0, 196.49, 37;3, 70518, 275040, 0, 207.21, 44
2026-08-29T07:54:45.082Z,2, 193978, 275040, 0, 194.43, 37;3, 70586, 275040, 0, 206.70, 44
2026-08-29T07:54:46.207Z,2, 193978, 275040, 0, 194.47, 37;3, 70586, 275040, 0, 206.41, 44
2026-08-29T07:54:47.314Z,2, 193978, 275040, 0, 194.51, 37;3, 70586, 275040, 0, 206.11, 44
2026-08-29T07:54:48.508Z,2, 193978, 275040, 0, 194.43, 37;3, 70586, 275040, 0, 206.08, 44
2026-08-29T07:54:49.665Z,2, 193978, 275040, 0, 194.55, 37;3, 70586, 275040, 0, 205.92, 44
2026-08-29T07:54:50.799Z,2, 193978, 275040, 0, 194.43, 37;3, 70586, 275040, 0, 205.96, 44
2026-08-29T07:54:51.936Z,2, 193986, 275040, 6, 194.51, 37;3, 70586, 275040, 0, 205.84, 44
2026-08-29T07:54:53.007Z,2, 194006, 275040, 9, 195.23, 37;3, 70586, 275040, 0, 205.69, 44
2026-08-29T07:54:54.091Z,2, 194006, 275040, 11, 196.07, 37;3, 70586, 275040, 0, 205.88, 44
2026-08-29T07:54:55.164Z,2, 194006, 275040, 11, 196.03, 37;3, 70586, 275040, 0, 205.88, 44
2026-08-29T07:54:56.241Z,2, 194006, 275040, 6, 195.76, 37;3, 70586, 275040, 0, 206.03, 44
2026-08-29T07:54:57.321Z,2, 194006, 275040, 11, 195.83, 37;3, 70586, 275040, 0, 205.88, 44
2026-08-29T07:54:58.405Z,2, 194006, 275040, 21, 196.87, 37;3, 70586, 275040, 0, 205.96, 44
2026-08-29T07:54:59.496Z,2, 194006, 275040, 18, 196.41, 37;3, 70586, 275040, 0, 206.03, 44
2026-08-29T07:55:00.606Z,2, 194006, 275040, 18, 196.69, 37;3, 70586, 275040, 0, 206.91, 44
